hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,country,market_segment,distribution_channel,is_repeated_guest,previous_bookings_not_canceled,reserved_room_type,booking_changes,deposit_type,customer_type,reservation_status,reservation_status_date
Resort Hotel,1,4.30E+01,2015,December,53,31,0,1,2.00E+00,0,0,PRT,Direct,Direct,0,0,D,0,No Deposit,Transient,Canceled,12/23/2015
Resort Hotel,0,5.20E+01,2015,December,53,31,0,1,2.00E+00,0,0,PRT,Direct,Direct,0,0,E,1,No Deposit,Transient,Check-Out,1/1/2016
Resort Hotel,1,6.60E+01,2015,December,53,31,0,2,2.00E+00,0,0,PRT,Direct,Direct,0,0,F,0,No Deposit,Transient,Canceled,10/27/2015
Resort Hotel,0,8.60E+01,2015,December,53,31,0,2,2.00E+00,0,0,PRT,Direct,Direct,0,0,A,3,No Deposit,Transient,Check-Out,1/2/2016
Resort Hotel,1,1.14E+02,2015,December,53,31,0,2,2.00E+00,0,0,PRT,Direct,Direct,0,0,E,0,No Deposit,Transient,Canceled,12/19/2015
Resort Hotel,0,9.00E+01,2015,December,53,31,0,2,2.00E+00,0,0,PRT,Online TA,TA/TO,0,0,A,0,No Deposit,Transient,Check-Out,1/2/2016
Resort Hotel,0,1.61E+02,2015,December,53,31,0,2,2.00E+00,1,0,PRT,Online TA,TA/TO,0,0,G,1,No Deposit,Transient,Check-Out,1/2/2016
Resort Hotel,1,1.61E+02,2015,December,53,31,0,2,2.00E+00,1,0,PRT,Online TA,TA/TO,0,0,G,0,No Deposit,Transient,Canceled,7/23/2015
Resort Hotel,0,8.60E+01,2015,December,53,31,0,2,3.00E+00,0,0,PRT,Direct,Direct,0,0,A,1,No Deposit,Transient,Check-Out,1/2/2016
Resort Hotel,0,6.90E+01,2015,December,53,31,0,3,2.00E+00,0,0,PRT,Direct,Direct,0,0,D,0,No Deposit,Transient,Check-Out,1/3/2016
Resort Hotel,1,6.20E+01,2015,December,53,31,0,3,2.00E+00,0,0,PRT,Online TA,TA/TO,0,0,E,0,No Deposit,Transient,Canceled,11/2/2015
Resort Hotel,0,1.41E+02,2015,December,53,31,0,3,2.00E+00,1,0,PRT,Offline TA/TO,TA/TO,0,0,D,1,No Deposit,Transient,Check-Out,1/3/2016
Resort Hotel,0,7.20E+01,2015,December,53,31,0,3,2.00E+00,1,0,PRT,Online TA,TA/TO,0,0,A,0,No Deposit,Transient,Check-Out,1/3/2016
Resort Hotel,1,1.01E+02,2015,December,53,31,0,3,2.00E+00,0,0,PRT,Online TA,TA/TO,0,0,E,0,No Deposit,Transient,Canceled,10/1/2015
Resort Hotel,1,6.60E+01,2015,December,53,31,0,3,2.00E+00,0,0,PRT,Online TA,TA/TO,0,0,D,0,No Deposit,Transient,Canceled,10/29/2015
Resort Hotel,1,6.90E+01,2015,December,53,31,0,3,2.00E+00,0,0,PRT,Online TA,TA/TO,0,0,D,0,No Deposit,Transient,Canceled,10/29/2015
Resort Hotel,1,5.50E+01,2015,December,53,31,0,3,3.00E+00,1,0,PRT,Direct,Direct,0,0,C,0,No Deposit,Transient,Canceled,11/17/2015
Resort Hotel,1,4.50E+01,2015,December,53,31,0,3,2.00E+00,0,0,PRT,Online TA,TA/TO,0,0,D,0,No Deposit,Transient,Canceled,12/20/2015
Resort Hotel,0,6.90E+01,2015,December,53,31,0,3,2.00E+00,0,0,PRT,Direct,Direct,0,0,D,0,No Deposit,Transient,Check-Out,1/3/2016
Resort Hotel,1,4.90E+01,2015,December,53,31,0,3,2.00E+00,0,0,PRT,Offline TA/TO,TA/TO,0,0,D,0,No Deposit,Transient,Canceled,11/17/2015
Resort Hotel,0,7.90E+01,2015,December,53,31,0,3,2.00E+00,0,0,PRT,Direct,Direct,0,0,E,0,No Deposit,Transient,Check-Out,1/3/2016
Resort Hotel,0,6.90E+01,2015,December,53,31,0,3,2.00E+00,1,0,PRT,Direct,Direct,0,0,D,0,No Deposit,Transient,Check-Out,1/3/2016
Resort Hotel,0,7.00E+01,2015,December,53,31,0,3,2.00E+00,0,0,PRT,Direct,Direct,0,0,D,0,No Deposit,Transient,Check-Out,1/3/2016
Resort Hotel,0,9.20E+01,2015,December,53,31,2,5,2.00E+00,0,0,GBR,Offline TA/TO,TA/TO,0,0,A,0,No Deposit,Transient-Party,Check-Out,1/7/2016
Resort Hotel,0,9.20E+01,2015,December,53,31,2,5,2.00E+00,0,0,GBR,Offline TA/TO,TA/TO,0,0,A,0,No Deposit,Transient-Party,Check-Out,1/7/2016
Resort Hotel,0,9.20E+01,2015,December,53,31,2,5,2.00E+00,0,0,GBR,Offline TA/TO,TA/TO,0,0,A,0,No Deposit,Transient-Party,Check-Out,1/7/2016
Resort Hotel,1,9.20E+01,2015,December,53,31,2,6,2.00E+00,0,0,PRT,Online TA,TA/TO,0,0,E,1,No Deposit,Transient,Canceled,10/3/2015
Resort Hotel,0,1.09E+02,2016,January,1,1,0,1,2.00E+00,0,0,RUS,Online TA,TA/TO,0,0,A,0,No Deposit,Transient-Party,Check-Out,1/2/2016
Resort Hotel,0,1.09E+02,2016,January,1,1,0,1,2.00E+00,2,0,RUS,Online TA,TA/TO,0,0,H,0,No Deposit,Transient-Party,Check-Out,1/2/2016
Resort Hotel,1,2.00E+00,2016,January,1,1,0,1,2.00E+00,0,0,PRT,Online TA,TA/TO,0,0,D,0,No Deposit,Transient,No-Show,1/1/2016
Resort Hotel,0,8.80E+01,2016,January,1,1,0,2,2.00E+00,0,0,ARG,Online TA,TA/TO,0,0,A,0,No Deposit,Transient,Check-Out,1/3/2016
Resort Hotel,1,2.00E+01,2016,January,1,1,0,2,2.00E+00,2,0,PRT,Online TA,TA/TO,0,0,G,0,No Deposit,Transient,Canceled,12/22/2015
Resort Hotel,1,7.60E+01,2016,January,1,1,1,2,2.00E+00,0,0,PRT,Online TA,TA/TO,0,0,A,0,No Deposit,Transient,Canceled,12/20/2015
Resort Hotel,0,8.80E+01,2016,January,1,1,0,2,2.00E+00,1,0,ARG,Online TA,TA/TO,0,0,A,0,No Deposit,Transient,Check-Out,1/3/2016
Resort Hotel,1,1.13E+02,2016,January,1,2,0,1,2.00E+00,0,0,PRT,Groups,Direct,0,0,A,0,Non Refund,Transient,Canceled,11/16/2015
Resort Hotel,1,1.13E+02,2016,January,1,2,0,1,2.00E+00,0,0,PRT,Groups,Direct,0,0,A,0,Non Refund,Transient,Canceled,11/16/2015
Resort Hotel,1,1.13E+02,2016,January,1,2,0,1,2.00E+00,0,0,PRT,Groups,Direct,0,0,A,0,Non Refund,Transient,Canceled,11/16/2015
Resort Hotel,1,1.13E+02,2016,January,1,2,0,1,2.00E+00,0,0,PRT,Groups,Direct,0,0,A,0,Non Refund,Transient,Canceled,11/16/2015
Resort Hotel,1,1.13E+02,2016,January,1,2,0,1,2.00E+00,0,0,PRT,Groups,Direct,0,0,A,0,Non Refund,Transient,Canceled,11/16/2015
Resort Hotel,1,1.13E+02,2016,January,1,2,0,1,2.00E+00,0,0,PRT,Groups,Direct,0,0,A,0,Non Refund,Transient,Canceled,11/16/2015
Resort Hotel,1,1.13E+02,2016,January,1,2,0,1,2.00E+00,0,0,PRT,Groups,Direct,0,0,A,0,Non Refund,Transient,Canceled,11/16/2015
Resort Hotel,1,1.13E+02,2016,January,1,2,0,1,2.00E+00,0,0,PRT,Groups,Direct,0,0,A,0,Non Refund,Transient,Canceled,11/16/2015
Resort Hotel,1,1.13E+02,2016,January,1,2,0,1,2.00E+00,0,0,PRT,Groups,Direct,0,0,A,0,Non Refund,Transient,Canceled,11/16/2015
Resort Hotel,1,1.13E+02,2016,January,1,2,0,1,2.00E+00,0,0,PRT,Groups,Direct,0,0,A,0,Non Refund,Transient,Canceled,11/16/2015
Resort Hotel,1,1.13E+02,2016,January,1,2,0,1,2.00E+00,0,0,PRT,Groups,Direct,0,0,A,0,Non Refund,Transient,Canceled,11/16/2015
Resort Hotel,1,1.13E+02,2016,January,1,2,0,1,2.00E+00,0,0,PRT,Groups,Direct,0,0,A,0,Non Refund,Transient,Canceled,11/16/2015
Resort Hotel,1,1.13E+02,2016,January,1,2,0,1,2.00E+00,0,0,PRT,Groups,Direct,0,0,A,0,Non Refund,Transient,Canceled,11/16/2015
Resort Hotel,1,1.13E+02,2016,January,1,2,0,1,2.00E+00,0,0,PRT,Groups,Direct,0,0,A,0,Non Refund,Transient,Canceled,11/16/2015
Resort Hotel,1,1.13E+02,2016,January,1,2,0,1,2.00E+00,0,0,PRT,Groups,Direct,0,0,A,0,Non Refund,Transient,Canceled,11/16/2015
Resort Hotel,1,1.13E+02,2016,January,1,2,0,1,2.00E+00,0,0,PRT,Groups,Direct,0,0,A,0,Non Refund,Transient,Canceled,11/16/2015
Resort Hotel,1,1.13E+02,2016,January,1,2,0,1,2.00E+00,0,0,PRT,Groups,Direct,0,0,A,0,Non Refund,Transient,Canceled,11/16/2015
Resort Hotel,1,1.13E+02,2016,January,1,2,0,1,2.00E+00,0,0,PRT,Groups,Direct,0,0,A,0,Non Refund,Transient,Canceled,11/16/2015
Resort Hotel,1,1.13E+02,2016,January,1,2,0,1,2.00E+00,0,0,PRT,Groups,Direct,0,0,A,0,Non Refund,Transient,Canceled,11/16/2015
Resort Hotel,1,1.13E+02,2016,January,1,2,0,1,2.00E+00,0,0,PRT,Groups,Direct,0,0,A,0,Non Refund,Transient,Canceled,11/16/2015
Resort Hotel,1,1.13E+02,2016,January,1,2,0,1,2.00E+00,0,0,PRT,Groups,Direct,0,0,A,0,Non Refund,Transient,Canceled,11/16/2015
Resort Hotel,1,1.13E+02,2016,January,1,2,0,1,2.00E+00,0,0,PRT,Groups,Direct,0,0,A,0,Non Refund,Transient,Canceled,11/16/2015
Resort Hotel,1,1.13E+02,2016,January,1,2,0,1,2.00E+00,0,0,PRT,Groups,Direct,0,0,A,0,Non Refund,Transient,Canceled,11/16/2015
Resort Hotel,1,1.13E+02,2016,January,1,2,0,1,2.00E+00,0,0,PRT,Groups,Direct,0,0,A,0,Non Refund,Transient,Canceled,11/16/2015
Resort Hotel,1,1.13E+02,2016,January,1,2,0,1,2.00E+00,0,0,PRT,Groups,Direct,0,0,A,0,Non Refund,Transient,Canceled,11/16/2015
Resort Hotel,0,1.10E+02,2016,January,1,2,2,5,2.00E+00,0,0,FRA,Online TA,TA/TO,0,0,D,0,No Deposit,Transient,Check-Out,1/9/2016
Resort Hotel,1,1.03E+02,2016,January,2,3,2,3,2.00E+00,0,0,PRT,Online TA,TA/TO,0,0,A,0,No Deposit,Transient,Canceled,12/12/2015
Resort Hotel,1,2.20E+01,2016,January,2,3,2,4,2.00E+00,0,0,PRT,Online TA,TA/TO,0,0,E,0,No Deposit,Transient,Canceled,12/26/2015
Resort Hotel,1,0.00E+00,2016,January,2,4,1,1,2.00E+00,0,0,PRT,Online TA,TA/TO,0,0,A,0,No Deposit,Transient,Canceled,1/4/2016
Resort Hotel,1,3.00E+00,2016,January,2,4,1,2,2.00E+00,0,0,PRT,Online TA,TA/TO,0,0,E,0,No Deposit,Transient,Canceled,1/4/2016
Resort Hotel,1,5.00E+00,2016,January,2,4,1,3,2.00E+00,0,0,PRT,Groups,Corporate,0,0,A,0,No Deposit,Transient-Party,Canceled,12/30/2015
Resort Hotel,1,5.00E+00,2016,January,2,4,1,3,1.00E+00,0,0,PRT,Groups,Corporate,0,0,A,0,No Deposit,Transient-Party,Canceled,12/30/2015
Resort Hotel,1,5.00E+00,2016,January,2,4,1,3,2.00E+00,0,0,PRT,Groups,Corporate,0,0,A,0,No Deposit,Transient-Party,Canceled,12/30/2015
Resort Hotel,1,5.00E+00,2016,January,2,4,1,3,2.00E+00,0,0,PRT,Groups,Corporate,0,0,A,0,No Deposit,Transient-Party,Canceled,12/30/2015
Resort Hotel,1,5.00E+00,2016,January,2,4,1,3,2.00E+00,0,0,PRT,Groups,Corporate,0,0,A,0,No Deposit,Transient-Party,Canceled,12/30/2015
Resort Hotel,1,2.00E+01,2016,January,2,4,1,4,2.00E+00,0,0,PRT,Online TA,TA/TO,0,0,E,0,No Deposit,Transient,Canceled,12/26/2015
Resort Hotel,1,6.20E+01,2016,January,2,4,1,4,2.00E+00,0,0,PRT,Online TA,TA/TO,0,0,E,0,No Deposit,Transient,Canceled,11/17/2015
Resort Hotel,1,1.89E+02,2016,January,2,5,0,5,1.00E+00,0,0,PRT,Online TA,TA/TO,0,0,A,0,No Deposit,Transient,Canceled,12/26/2015
Resort Hotel,1,1.32E+02,2016,January,2,5,0,3,2.00E+00,0,0,PRT,Online TA,TA/TO,0,0,A,0,No Deposit,Transient,Canceled,9/14/2015
Resort Hotel,1,1.30E+01,2016,January,2,5,8,20,2.00E+00,0,0,PRT,Offline TA/TO,TA/TO,0,0,A,0,No Deposit,Transient,Canceled,12/29/2015
Resort Hotel,0,8.60E+01,2016,January,2,6,0,1,2.00E+00,0,0,GBR,Online TA,TA/TO,0,0,A,0,No Deposit,Transient,Check-Out,1/7/2016
Resort Hotel,0,1.87E+02,2016,January,2,6,0,4,2.00E+00,0,0,DEU,Online TA,TA/TO,0,0,D,0,No Deposit,Transient,Check-Out,1/10/2016
Resort Hotel,0,8.50E+01,2016,January,2,6,0,4,2.00E+00,0,0,BRA,Online TA,TA/TO,0,0,D,2,No Deposit,Transient,Check-Out,1/10/2016
Resort Hotel,1,9.30E+01,2016,January,2,6,2,6,2.00E+00,0,0,PRT,Direct,Direct,0,0,E,0,No Deposit,Transient,Canceled,11/12/2015
Resort Hotel,1,9.30E+01,2016,January,2,6,2,6,2.00E+00,0,0,PRT,Direct,Direct,0,0,G,0,No Deposit,Transient,Canceled,11/12/2015
Resort Hotel,1,0.00E+00,2016,January,2,7,0,1,2.00E+00,0,0,PRT,Online TA,TA/TO,0,0,A,0,No Deposit,Transient,Canceled,1/7/2016
Resort Hotel,1,1.43E+02,2016,January,2,7,1,3,2.00E+00,0,0,PRT,Online TA,TA/TO,0,0,A,0,No Deposit,Transient,Canceled,9/5/2015
Resort Hotel,1,2.23E+02,2016,January,2,7,2,5,2.00E+00,0,0,PRT,Offline TA/TO,TA/TO,0,0,A,0,No Deposit,Transient,Canceled,6/26/2015
Resort Hotel,1,1.17E+02,2016,January,2,7,2,5,1.00E+00,0,0,PRT,Offline TA/TO,TA/TO,0,0,A,0,No Deposit,Transient,Canceled,11/26/2015
Resort Hotel,1,1.30E+01,2016,January,2,8,0,2,2.00E+00,0,0,PRT,Online TA,TA/TO,0,0,A,0,No Deposit,Transient,Canceled,12/28/2015
Resort Hotel,1,2.40E+01,2016,January,2,8,0,2,2.00E+00,0,0,PRT,Online TA,TA/TO,0,0,A,1,No Deposit,Transient,Canceled,12/28/2015
Resort Hotel,1,2.00E+00,2016,January,2,8,0,2,2.00E+00,0,0,PRT,Online TA,TA/TO,0,0,A,0,No Deposit,Transient,No-Show,1/8/2016
Resort Hotel,0,5.90E+01,2016,January,2,8,0,2,2.00E+00,0,0,PRT,Offline TA/TO,TA/TO,0,0,A,0,No Deposit,Transient,Check-Out,1/10/2016
Resort Hotel,1,6.00E+00,2016,January,2,8,0,2,2.00E+00,0,0,PRT,Online TA,TA/TO,0,0,E,0,No Deposit,Transient,Canceled,1/4/2016
Resort Hotel,1,1.10E+01,2016,January,2,8,1,2,2.00E+00,0,0,PRT,Offline TA/TO,TA/TO,0,0,A,0,No Deposit,Transient,No-Show,1/8/2016
Resort Hotel,1,1.90E+01,2016,January,2,8,1,2,2.00E+00,0,0,PRT,Online TA,TA/TO,0,0,E,0,No Deposit,Transient,Canceled,1/6/2016
Resort Hotel,1,1.90E+01,2016,January,2,8,1,2,2.00E+00,0,0,PRT,Online TA,TA/TO,0,0,A,0,No Deposit,Transient,Canceled,1/6/2016
Resort Hotel,0,7.40E+01,2016,January,2,8,2,2,2.00E+00,0,0,IRL,Offline TA/TO,TA/TO,0,0,D,0,No Deposit,Transient,Check-Out,1/12/2016
Resort Hotel,0,1.69E+02,2016,January,2,8,2,3,2.00E+00,0,0,GBR,Online TA,TA/TO,0,0,E,0,No Deposit,Transient,Check-Out,1/13/2016
Resort Hotel,1,2.00E+02,2016,January,2,8,8,20,2.00E+00,0,0,PRT,Online TA,TA/TO,0,0,E,0,No Deposit,Transient,Canceled,9/21/2015
Resort Hotel,1,1.00E+00,2016,January,2,9,0,1,1.00E+00,0,0,PRT,Online TA,TA/TO,0,0,A,0,No Deposit,Transient,Canceled,1/8/2016
Resort Hotel,1,2.80E+01,2016,January,2,9,0,1,2.00E+00,0,0,PRT,Online TA,TA/TO,0,0,D,0,No Deposit,Transient,Canceled,1/5/2016
Resort Hotel,1,1.00E+00,2016,January,2,9,0,1,1.00E+00,0,0,PRT,Online TA,TA/TO,0,0,A,0,No Deposit,Transient,Canceled,1/8/2016
Resort Hotel,1,2.80E+01,2016,January,2,9,0,1,2.00E+00,0,0,PRT,Online TA,TA/TO,0,0,D,0,No Deposit,Transient,Canceled,1/5/2016
Resort Hotel,1,1.10E+02,2016,January,2,9,2,1,2.00E+00,0,0,PRT,Online TA,TA/TO,0,0,A,0,No Deposit,Transient,Canceled,10/5/2015
Resort Hotel,1,1.50E+01,2016,January,2,9,2,5,2.00E+00,0,0,PRT,Online TA,TA/TO,0,0,A,0,No Deposit,Transient,Canceled,12/30/2015
Resort Hotel,1,1.03E+02,2016,January,2,9,2,6,2.00E+00,2,0,PRT,Online TA,TA/TO,0,0,G,0,No Deposit,Transient,Canceled,10/5/2015
Resort Hotel,0,8.70E+01,2016,January,2,9,4,10,2.00E+00,0,0,DEU,Offline TA/TO,TA/TO,0,0,A,0,No Deposit,Transient,Check-Out,1/23/2016
Resort Hotel,1,1.77E+02,2016,January,3,10,2,4,1.00E+00,0,0,PRT,Online TA,TA/TO,0,0,A,0,No Deposit,Transient,Canceled,9/4/2015
Resort Hotel,1,6.00E+00,2016,January,3,10,2,3,2.00E+00,0,0,PRT,Online TA,TA/TO,0,0,A,0,No Deposit,Transient,Canceled,1/6/2016
Resort Hotel,1,8.00E+00,2016,January,3,12,0,2,2.00E+00,0,0,PRT,Direct,Direct,0,0,A,0,No Deposit,Transient,No-Show,1/12/2016
Resort Hotel,1,9.90E+01,2016,January,3,12,2,10,2.00E+00,0,0,PRT,Online TA,TA/TO,0,0,D,0,No Deposit,Transient,Canceled,10/28/2015
Resort Hotel,1,9.90E+01,2016,January,3,12,2,10,2.00E+00,0,0,PRT,Online TA,TA/TO,0,0,D,0,No Deposit,Transient,No-Show,1/12/2016
Resort Hotel,0,1.72E+02,2016,January,3,12,8,20,2.00E+00,0,0,GBR,Offline TA/TO,TA/TO,0,0,A,0,No Deposit,Contract,Check-Out,2/9/2016
Resort Hotel,1,2.84E+02,2016,January,3,12,8,20,2.00E+00,0,0,PRT,Offline TA/TO,TA/TO,0,0,A,0,No Deposit,Transient,Canceled,9/12/2015
Resort Hotel,1,1.22E+02,2016,January,3,12,12,30,2.00E+00,0,0,PRT,Offline TA/TO,TA/TO,0,0,A,0,No Deposit,Transient,Canceled,12/4/2015
Resort Hotel,0,0.00E+00,2016,January,3,13,0,0,2.00E+00,0,0,PRT,Online TA,TA/TO,0,0,D,0,No Deposit,Transient,Check-Out,1/13/2016
Resort Hotel,1,1.50E+01,2016,January,3,13,0,4,1.00E+00,0,0,PRT,Online TA,TA/TO,0,0,A,0,No Deposit,Transient,Canceled,1/8/2016
Resort Hotel,1,1.50E+01,2016,January,3,13,0,4,1.00E+00,0,0,PRT,Online TA,TA/TO,0,0,A,0,No Deposit,Transient,Canceled,1/8/2016
Resort Hotel,1,1.50E+01,2016,January,3,13,0,4,1.00E+00,0,0,PRT,Online TA,TA/TO,0,0,A,0,No Deposit,Transient,Canceled,1/8/2016
Resort Hotel,0,2.30E+01,2016,January,3,14,0,1,2.00E+00,0,0,USA,Direct,Direct,0,0,E,0,No Deposit,Transient,Check-Out,1/15/2016
Resort Hotel,1,0.00E+00,2016,January,3,15,0,1,2.00E+00,0,0,PRT,Direct,Direct,0,0,A,0,No Deposit,Transient-Party,Canceled,1/15/2016
Resort Hotel,1,3.40E+01,2016,January,3,15,0,2,2.00E+00,0,0,PRT,Online TA,TA/TO,0,0,D,0,No Deposit,Transient,Canceled,12/26/2015
Resort Hotel,1,1.00E+00,2016,January,3,16,0,1,2.00E+00,0,0,PRT,Online TA,TA/TO,0,0,E,0,No Deposit,Transient,No-Show,1/16/2016
Resort Hotel,1,7.00E+00,2016,January,3,16,2,5,2.00E+00,0,0,PRT,Online TA,TA/TO,0,0,D,0,No Deposit,Transient,Canceled,1/15/2016
Resort Hotel,1,1.72E+02,2016,January,4,17,3,5,2.00E+00,0,0,PRT,Online TA,TA/TO,0,0,A,0,No Deposit,Transient,Canceled,9/21/2015
Resort Hotel,1,1.72E+02,2016,January,4,17,3,5,2.00E+00,0,0,PRT,Online TA,TA/TO,0,0,A,0,No Deposit,Transient,Canceled,1/17/2016
Resort Hotel,1,1.20E+01,2016,January,4,18,1,0,1.00E+00,0,0,PRT,Complementary,TA/TO,0,0,F,0,No Deposit,Transient,Canceled,1/7/2016
Resort Hotel,1,3.10E+01,2016,January,4,18,1,2,2.00E+00,0,0,PRT,Online TA,TA/TO,0,0,D,0,No Deposit,Transient,Canceled,12/26/2015
Resort Hotel,1,3.00E+00,2016,January,4,19,0,1,1.00E+00,0,0,PRT,Online TA,TA/TO,0,0,A,0,No Deposit,Transient,Canceled,1/19/2016
Resort Hotel,1,3.00E+00,2016,January,4,21,0,1,1.00E+00,0,0,PRT,Corporate,Corporate,0,0,A,0,No Deposit,Transient,Canceled,1/18/2016
Resort Hotel,1,3.40E+01,2016,January,4,21,0,3,2.00E+00,0,0,PRT,Online TA,TA/TO,0,0,D,0,No Deposit,Transient,Canceled,12/26/2015
Resort Hotel,1,2.60E+01,2016,January,4,21,0,3,2.00E+00,0,0,PRT,Online TA,TA/TO,0,0,D,0,No Deposit,Transient,Canceled,12/29/2015
Resort Hotel,1,3.00E+00,2016,January,4,22,0,1,1.00E+00,0,0,PRT,Offline TA/TO,TA/TO,0,0,A,0,No Deposit,Transient-Party,Canceled,1/21/2016
Resort Hotel,0,1.01E+02,2016,January,4,22,0,2,2.00E+00,0,0,GBR,Online TA,TA/TO,0,0,E,0,No Deposit,Transient,Check-Out,1/24/2016
Resort Hotel,1,3.00E+00,2016,January,4,22,0,1,2.00E+00,0,0,PRT,Offline TA/TO,TA/TO,0,0,A,0,No Deposit,Transient-Party,Canceled,1/21/2016
Resort Hotel,1,3.00E+00,2016,January,4,22,0,2,2.00E+00,0,0,PRT,Direct,Direct,0,0,E,0,No Deposit,Transient,Canceled,1/22/2016
Resort Hotel,1,1.30E+01,2016,January,4,22,2,4,2.00E+00,0,0,PRT,Online TA,TA/TO,0,0,D,0,No Deposit,Transient,No-Show,1/22/2016
Resort Hotel,1,1.10E+01,2016,January,4,23,0,1,2.00E+00,0,0,PRT,Online TA,TA/TO,0,0,A,0,No Deposit,Transient,No-Show,1/23/2016
Resort Hotel,1,1.00E+00,2016,January,4,23,0,1,2.00E+00,0,0,PRT,Online TA,TA/TO,0,0,E,0,No Deposit,Transient,No-Show,1/23/2016
Resort Hotel,1,1.73E+02,2016,January,5,25,1,0,2.00E+00,0,0,PRT,Online TA,TA/TO,0,0,A,0,No Deposit,Transient,Canceled,8/10/2015
Resort Hotel,1,1.40E+01,2016,January,5,25,1,2,2.00E+00,0,0,PRT,Direct,Direct,0,0,E,0,No Deposit,Transient,Canceled,1/18/2016
Resort Hotel,0,1.60E+02,2016,January,5,25,1,3,2.00E+00,0,0,GBR,Online TA,TA/TO,0,0,E,0,No Deposit,Transient,Check-Out,1/29/2016
Resort Hotel,0,1.54E+02,2016,January,5,26,0,1,2.00E+00,0,0,KOR,Online TA,TA/TO,0,0,A,0,No Deposit,Transient,Check-Out,1/27/2016
Resort Hotel,1,4.00E+00,2016,January,5,26,0,1,1.00E+00,0,0,PRT,Corporate,Corporate,0,0,A,0,No Deposit,Transient,Canceled,1/25/2016
Resort Hotel,0,2.14E+02,2016,January,5,26,12,30,2.00E+00,0,0,GBR,Offline TA/TO,TA/TO,0,0,D,0,No Deposit,Transient,Check-Out,3/8/2016
Resort Hotel,0,1.54E+02,2016,January,5,26,0,1,2.00E+00,0,0,KOR,Online TA,TA/TO,0,0,A,0,No Deposit,Transient,Check-Out,1/27/2016
Resort Hotel,1,5.00E+00,2016,January,5,27,0,1,1.00E+00,0,0,PRT,Corporate,Corporate,0,0,A,0,No Deposit,Transient,Canceled,1/26/2016
Resort Hotel,1,1.60E+01,2016,January,5,27,0,2,2.00E+00,0,0,PRT,Online TA,TA/TO,0,0,A,0,No Deposit,Transient,Canceled,1/16/2016
Resort Hotel,1,2.00E+00,2016,January,5,28,0,1,1.00E+00,0,0,PRT,Corporate,Corporate,0,0,A,0,No Deposit,Transient,Canceled,1/26/2016
Resort Hotel,1,8.00E+01,2016,January,5,28,0,2,2.00E+00,0,0,PRT,Online TA,TA/TO,0,0,A,0,No Deposit,Transient,Canceled,12/26/2015
Resort Hotel,1,3.30E+01,2016,January,5,28,0,3,1.00E+00,0,0,PRT,Online TA,TA/TO,0,0,A,0,No Deposit,Transient,Canceled,1/20/2016
Resort Hotel,1,3.30E+01,2016,January,5,28,0,3,1.00E+00,0,0,PRT,Online TA,TA/TO,0,0,A,0,No Deposit,Transient,Canceled,1/20/2016
Resort Hotel,1,1.85E+02,2016,January,5,28,2,3,2.00E+00,0,1,PRT,Online TA,TA/TO,0,0,A,0,No Deposit,Transient,Canceled,7/28/2015
Resort Hotel,0,1.00E+00,2016,January,5,29,0,1,2.00E+00,0,0,PRT,Direct,Direct,0,0,G,0,No Deposit,Transient,Check-Out,1/30/2016
Resort Hotel,1,4.80E+01,2016,January,5,29,0,2,2.00E+00,0,0,PRT,Offline TA/TO,TA/TO,0,0,A,0,No Deposit,Transient,Canceled,1/7/2016
Resort Hotel,1,1.57E+02,2016,January,5,29,2,5,2.00E+00,0,0,PRT,Online TA,TA/TO,0,0,F,0,No Deposit,Transient,Canceled,1/5/2016
Resort Hotel,1,1.50E+01,2016,January,5,30,0,1,2.00E+00,0,0,PRT,Online TA,TA/TO,0,0,A,0,No Deposit,Transient,Canceled,1/18/2016
Resort Hotel,1,2.20E+01,2016,January,6,31,2,2,2.00E+00,0,0,PRT,Online TA,TA/TO,0,0,E,0,No Deposit,Transient,Canceled,1/11/2016
Resort Hotel,1,3.00E+00,2016,February,6,1,1,0,1.00E+00,0,0,PRT,Corporate,Corporate,0,0,A,0,No Deposit,Transient-Party,Canceled,2/1/2016
Resort Hotel,1,3.00E+00,2016,February,6,1,1,0,1.00E+00,0,0,PRT,Corporate,Corporate,0,0,A,0,No Deposit,Transient-Party,Canceled,2/1/2016
Resort Hotel,0,0.00E+00,2016,February,6,1,1,0,1.00E+00,0,0,PRT,Corporate,Corporate,0,0,A,0,No Deposit,Transient,Check-Out,2/2/2016
Resort Hotel,1,1.30E+01,2016,February,6,1,1,0,2.00E+00,0,0,PRT,Direct,Direct,0,0,E,1,No Deposit,Transient,Canceled,1/27/2016
Resort Hotel,1,1.10E+01,2016,February,6,1,1,3,1.00E+00,0,0,PRT,Corporate,Corporate,0,0,A,0,No Deposit,Transient,Canceled,1/25/2016
Resort Hotel,1,2.80E+01,2016,February,6,1,1,3,2.00E+00,0,0,PRT,Online TA,TA/TO,0,0,D,0,No Deposit,Transient,Canceled,1/11/2016
Resort Hotel,0,1.01E+02,2016,February,6,1,2,5,2.00E+00,0,0,GBR,Online TA,TA/TO,0,0,A,0,No Deposit,Transient,Check-Out,2/8/2016
